커피_매출액,커피_한잔_가격,일일_유동인구,프로모션_할인율,SNS_언급량,영업시간,경쟁점포_거리_km,원두_품질점수,휴일까지_남은일수,평균기온,매장_분위기평점,멤버십가입여부,모바일주문여부,상권유형
3262.69,4.57,117.0,0.09,21.0,14.82,2.19,72.0,55.4,13.5,3.6,회원,미지원,Business
2663.5,4.36,220.0,0.104,,13.0,0.74,57.8,17.7,17.2,3.7,비회원,지원,Business
4679.85,4.48,232.0,0.164,,13.12,2.45,69.6,53.2,15.5,,비회원,지원,Business
4974.55,4.25,176.0,0.007,,15.61,5.95,80.6,29.9,14.8,3.6,비회원,미지원,Business
4644.87,4.49,279.0,0.053,,15.86,0.74,78.5,51.0,18.3,4.2,비회원,지원,Business
2245.04,4.76,139.0,0.034,,13.23,2.8,64.0,14.8,35.5,4.6,회원,지원,Business
4090.55,4.76,127.0,0.082,17.0,12.18,6.69,80.0,10.5,22.7,3.9,비회원,미지원,Tourist
5863.99,4.09,211.0,0.173,,12.86,6.19,74.3,51.0,15.5,4.2,회원,미지원,Business
2362.79,5.05,252.0,0.052,17.0,11.06,0.85,85.1,12.8,16.0,3.7,비회원,미지원,Business
2607.92,4.59,284.0,0.019,14.0,15.9,1.0,69.4,44.8,21.9,3.7,비회원,미지원,Residential
2417.38,5.24,177.0,0.097,22.0,13.64,0.54,70.1,20.7,16.7,3.6,회원,미지원,Residential
2815.69,5.36,254.0,0.145,23.0,10.33,0.57,75.9,44.9,16.7,3.3,비회원,미지원,Business
3640.39,3.63,198.0,0.175,21.0,8.46,1.02,71.7,54.5,10.2,4.5,회원,미지원,Business
1560.53,3.98,191.0,0.016,,8.36,0.34,68.0,58.9,17.7,3.5,비회원,지원,Business
3486.85,4.99,244.0,0.043,,9.64,1.86,89.7,21.6,0.3,,비회원,지원,Business
2886.9,3.5,233.0,0.013,14.0,9.86,1.15,86.4,22.1,5.6,3.3,비회원,미지원,Business
3675.48,5.35,121.0,0.252,20.0,11.32,3.43,67.3,58.9,15.5,,비회원,지원,Residential
5102.71,4.29,274.0,0.182,,9.72,2.5,76.8,51.7,22.6,3.8,회원,지원,Residential
2356.31,4.85,269.0,0.07,18.0,13.05,0.58,62.7,2.7,29.3,3.3,비회원,지원,Residential
3177.44,4.43,169.0,0.083,,9.69,1.06,88.6,34.4,20.8,3.6,회원,미지원,Business
4625.94,3.66,220.0,0.096,,9.5,2.08,81.1,10.9,21.7,3.2,비회원,지원,Business
2440.02,5.13,225.0,0.083,18.0,11.77,0.32,83.0,59.6,18.8,3.8,회원,미지원,Business
1154.89,6.15,213.0,0.029,,15.11,0.05,73.0,8.3,23.9,2.7,회원,미지원,Business
4418.6,4.19,172.0,0.047,,11.75,2.87,84.4,33.6,19.5,3.8,회원,지원,Residential
3057.16,4.31,166.0,0.014,,11.31,0.22,84.4,39.9,20.6,4.2,회원,지원,Residential
5611.25,2.91,199.0,0.08,,12.62,3.3,73.7,56.2,7.1,3.8,회원,지원,Business
2954.64,5.31,259.0,0.097,,10.06,3.67,65.8,50.8,19.8,3.4,회원,지원,Tourist
2486.15,5.05,227.0,0.079,,10.83,0.93,78.5,14.7,18.2,3.4,비회원,미지원,Residential
4368.25,3.46,181.0,0.168,,9.71,2.47,74.0,34.4,15.1,4.5,회원,미지원,Business
5441.47,3.26,239.0,0.043,,12.57,0.68,89.8,57.2,15.6,3.9,회원,지원,Business
4407.51,3.33,58.0,0.061,,13.58,2.93,75.4,44.1,8.7,4.3,비회원,지원,Business
3406.12,4.89,257.0,0.041,,13.39,2.61,75.9,41.3,21.8,4.4,회원,미지원,Residential
2691.45,4.95,113.0,0.154,,10.04,0.12,81.5,45.3,19.6,3.5,회원,지원,Business
4757.17,3.95,182.0,0.115,21.0,14.24,1.31,75.0,19.4,18.5,3.2,회원,지원,Business
2601.74,4.8,144.0,0.013,23.0,10.05,1.53,80.6,43.8,19.6,4.2,회원,지원,Residential
1316.44,4.6,135.0,0.049,24.0,9.2,0.0,70.7,14.0,9.3,3.3,회원,미지원,Business
3555.09,4.28,258.0,0.061,19.0,10.8,5.86,66.1,25.7,30.3,3.4,회원,미지원,Business
1810.06,5.08,177.0,0.072,,12.78,0.78,67.7,53.4,24.6,3.9,비회원,미지원,Residential
3935.05,3.78,217.0,0.105,23.0,9.14,1.09,72.3,1.1,22.3,3.6,비회원,지원,Residential
3319.94,5.19,198.0,0.143,,13.18,0.33,75.9,24.9,28.4,2.4,비회원,지원,Business
5346.57,4.06,224.0,0.151,,14.9,1.42,79.0,16.0,19.5,3.1,비회원,미지원,Business
1946.87,5.57,204.0,0.05,,10.35,2.5,78.6,11.9,16.0,,비회원,미지원,Residential
2688.79,3.9,136.0,0.024,17.0,11.6,1.32,75.1,50.3,19.9,3.8,회원,지원,Residential
4113.57,4.29,250.0,0.015,30.0,9.83,2.33,66.4,41.8,28.7,4.2,비회원,지원,Tourist
2773.12,4.54,175.0,0.035,18.0,10.89,1.97,80.6,6.8,11.7,3.3,회원,지원,Business
282.74,4.53,122.0,0.062,,8.18,0.41,63.0,29.7,28.6,3.1,회원,미지원,Residential
4641.95,4.79,179.0,0.085,31.0,15.63,0.86,65.7,28.0,8.5,4.2,회원,지원,Business
4080.8,3.73,275.0,0.094,,11.33,0.24,75.4,8.6,21.7,4.6,비회원,미지원,Residential
2612.3,4.48,243.0,0.029,11.0,14.31,0.06,81.4,48.0,25.1,,비회원,지원,Business
3097.74,4.58,183.0,0.055,26.0,9.14,0.1,80.0,22.0,22.5,4.4,비회원,지원,Business
4483.59,4.18,183.0,0.092,15.0,14.5,4.28,74.2,45.7,25.3,3.2,비회원,지원,Business
5669.16,4.74,184.0,0.104,,14.88,6.25,78.6,11.5,17.1,2.8,회원,지원,Business
3799.91,3.69,304.0,0.029,23.0,13.72,0.15,66.5,18.9,9.1,4.2,회원,미지원,Business
4188.64,4.3,219.0,0.153,,15.23,0.61,70.5,5.7,25.4,3.2,회원,미지원,Business
2399.07,4.05,222.0,0.039,,9.34,0.18,70.6,8.6,30.9,3.1,비회원,지원,Business
3692.81,4.31,252.0,0.06,21.0,11.81,2.7,67.2,53.0,16.8,3.1,비회원,지원,Business
1764.88,5.37,212.0,0.032,,12.96,1.03,72.1,6.5,22.8,3.6,회원,미지원,Residential
2721.1,5.38,187.0,0.102,,12.77,1.46,73.3,5.7,12.2,2.8,비회원,지원,Business
2736.87,5.26,190.0,0.014,22.0,14.89,1.16,71.3,56.4,11.7,4.2,회원,지원,Residential
3851.69,4.22,196.0,0.128,22.0,9.73,1.86,72.9,38.8,18.8,4.1,회원,지원,Residential
868.87,5.04,198.0,0.135,,9.41,0.58,52.1,6.1,12.9,,비회원,지원,Business
2668.06,4.57,236.0,0.05,,10.03,0.22,78.1,58.3,18.7,4.5,회원,지원,Business
3909.8,4.53,203.0,0.083,22.0,15.13,0.03,71.8,8.8,38.0,4.4,회원,지원,Residential
4574.35,4.45,237.0,0.123,,15.53,0.89,71.7,46.0,13.1,3.3,회원,지원,Business
1694.73,5.56,196.0,0.087,18.0,12.56,3.58,63.9,2.1,20.4,,비회원,미지원,Business
3544.06,5.32,204.0,0.076,22.0,12.01,0.55,87.4,37.5,5.7,4.5,회원,지원,Business
2843.44,4.95,100.0,0.123,15.0,12.84,0.33,87.8,32.8,21.7,4.3,비회원,지원,Business
3492.44,4.4,246.0,0.091,,12.93,3.91,61.7,12.5,13.1,4.3,회원,미지원,Business
3916.85,4.52,217.0,0.208,,9.36,0.17,73.1,38.6,20.0,3.7,비회원,지원,Tourist
3344.24,4.82,250.0,0.024,19.0,13.49,0.08,82.4,37.0,19.9,3.4,비회원,지원,Residential
3937.39,4.19,55.0,0.107,25.0,11.62,3.17,72.1,47.9,19.0,3.7,비회원,지원,Residential
3248.64,5.06,304.0,0.099,21.0,12.14,1.81,70.2,52.6,11.4,3.4,비회원,미지원,Business
3025.46,3.95,193.0,0.116,,8.24,0.82,69.6,30.6,16.0,4.4,비회원,지원,Tourist
4316.18,4.74,255.0,0.103,,14.12,2.09,77.5,29.4,19.7,,비회원,미지원,Residential
6440.89,3.13,148.0,0.095,,14.68,2.03,95.0,37.3,16.3,4.3,회원,미지원,Residential
4270.14,4.17,231.0,0.084,23.0,12.96,0.06,81.6,43.8,27.8,2.9,비회원,미지원,Residential
1183.29,5.75,147.0,0.084,19.0,13.99,1.69,66.1,21.4,18.3,3.5,회원,미지원,Business
2473.14,5.12,169.0,0.096,,12.18,1.54,70.0,30.3,11.0,3.2,회원,지원,Residential
3364.33,5.42,296.0,0.064,14.0,12.95,4.98,72.9,35.1,21.0,2.8,비회원,지원,Residential
3371.29,4.1,190.0,0.023,16.0,11.16,5.1,68.1,59.3,0.9,4.0,비회원,지원,Tourist
4427.73,4.56,211.0,0.125,26.0,14.33,0.71,66.6,35.3,31.7,3.2,비회원,지원,Business
2856.31,5.27,244.0,0.062,,11.75,1.34,81.0,13.5,6.0,3.6,회원,미지원,Tourist
2988.44,4.88,225.0,0.082,,13.44,0.23,71.0,35.3,24.3,3.2,회원,지원,Business
2816.21,4.81,208.0,0.025,,12.97,0.1,78.0,49.2,23.2,3.6,회원,지원,Business
2691.72,5.48,218.0,0.078,14.0,13.62,0.85,89.3,51.4,10.1,4.2,비회원,미지원,Residential
3678.68,3.88,320.0,0.033,15.0,14.28,1.76,70.8,48.0,21.9,,회원,미지원,Residential
2442.39,4.39,197.0,0.037,17.0,12.1,1.26,77.2,53.3,13.2,3.5,비회원,미지원,Residential
4675.21,3.45,210.0,0.15,,14.5,0.84,66.8,20.1,16.8,,회원,미지원,Residential
4718.51,3.84,253.0,0.031,21.0,11.98,2.56,78.3,30.5,21.3,,비회원,지원,Business
5183.11,5.14,255.0,0.086,,15.65,2.37,85.4,46.8,17.7,3.6,회원,지원,Residential
5022.03,3.95,259.0,0.043,18.0,14.02,1.97,85.0,15.9,11.0,4.0,회원,지원,Business
1730.66,4.94,232.0,0.015,,9.37,0.12,75.3,22.3,20.9,4.3,회원,지원,Residential
3585.49,5.5,143.0,0.169,,14.64,2.39,70.8,49.9,16.5,3.2,비회원,지원,Business
4546.0,4.39,282.0,0.076,,12.41,3.78,76.9,46.2,17.2,3.4,회원,미지원,Business
2514.64,4.81,143.0,0.016,,15.88,0.09,75.4,58.3,17.6,3.6,비회원,미지원,Tourist
2577.66,4.95,215.0,0.021,,13.75,0.77,78.7,59.8,8.6,4.1,회원,미지원,Business
4824.91,3.77,162.0,0.165,,8.68,6.68,69.9,14.4,10.1,,회원,미지원,Residential
3575.35,4.13,197.0,0.107,,11.16,1.37,71.8,54.0,13.9,3.8,비회원,지원,Business
4030.19,3.9,216.0,0.089,,12.14,1.08,73.3,5.7,20.9,3.2,회원,지원,Business
3743.27,4.18,216.0,0.018,21.0,14.71,0.29,80.3,42.6,11.5,4.3,비회원,미지원,Residential
4038.6,4.93,221.0,0.089,,13.83,1.25,81.4,13.2,26.3,3.5,비회원,지원,Business
4169.73,4.14,281.0,0.086,26.0,10.95,0.87,71.5,18.0,19.4,3.6,비회원,미지원,Residential
1968.73,4.48,223.0,0.025,16.0,13.23,0.2,65.8,56.8,20.6,3.9,회원,지원,Residential
4071.18,3.87,188.0,0.097,,12.62,0.94,77.9,15.8,15.7,5.0,회원,미지원,Residential
1709.14,5.24,248.0,0.049,,9.01,0.27,80.9,40.4,6.8,3.4,회원,미지원,Residential
3065.73,4.17,259.0,0.048,,9.88,1.97,73.9,10.7,21.7,3.4,회원,미지원,Residential
2488.79,5.41,139.0,0.075,19.0,10.73,5.45,69.3,5.6,12.9,3.6,회원,지원,Residential
4510.37,4.54,230.0,0.137,30.0,9.56,0.95,71.2,20.4,7.6,,비회원,지원,Business
4688.47,3.66,235.0,0.065,,9.2,1.5,88.1,37.5,12.2,3.9,회원,지원,Residential
3250.94,4.4,185.0,0.146,,8.47,0.85,76.8,14.9,17.4,4.0,비회원,지원,Residential
4676.6,3.86,269.0,0.049,20.0,14.98,0.22,83.1,18.0,1.4,4.3,회원,미지원,Business
3311.66,4.85,192.0,0.128,,10.31,5.29,68.6,42.5,15.6,4.5,비회원,미지원,Business
3536.96,4.34,206.0,0.106,19.0,10.32,0.21,84.7,6.2,25.1,3.4,회원,지원,Business
3536.29,4.6,191.0,0.153,,9.65,0.18,82.2,26.8,18.2,4.1,회원,지원,Business
2319.91,4.28,201.0,0.012,,11.8,0.92,74.2,56.5,26.4,4.5,회원,미지원,Business
3619.47,4.17,145.0,0.046,,12.11,1.61,79.9,23.8,15.2,3.9,비회원,지원,Residential
3676.35,3.92,128.0,0.075,22.0,9.67,0.66,85.4,26.1,26.1,3.3,비회원,지원,Business
3622.02,5.0,280.0,0.165,,12.87,0.32,66.1,44.3,8.6,,비회원,지원,Residential
3212.56,4.4,158.0,0.021,,13.78,2.56,70.8,46.7,22.2,4.1,회원,지원,Residential
3399.06,4.31,150.0,0.105,,10.99,0.68,79.2,46.2,17.2,3.1,회원,지원,Business
2627.31,4.38,92.0,0.081,,12.68,0.32,75.2,59.9,27.5,3.3,비회원,지원,Business
4664.4,4.09,168.0,0.13,28.0,12.02,0.68,78.3,4.3,15.1,3.5,비회원,미지원,Business
2024.35,4.31,134.0,0.042,,9.56,0.36,80.5,58.9,10.6,4.0,비회원,미지원,Residential
4430.8,4.62,282.0,0.045,22.0,13.84,1.1,79.0,57.0,21.5,4.2,회원,지원,Residential
4744.41,3.88,250.0,0.067,,14.41,1.66,73.0,51.1,29.5,3.4,비회원,지원,Business
3199.58,3.97,166.0,0.012,,13.19,2.41,73.5,27.2,19.7,3.0,회원,미지원,Business
3649.27,5.33,313.0,0.127,21.0,10.59,0.39,87.4,52.3,17.7,4.3,비회원,미지원,Business
4206.15,4.28,249.0,0.075,18.0,15.41,0.27,75.7,13.2,9.5,4.2,회원,지원,Residential
3708.96,4.17,184.0,0.03,22.0,11.64,0.03,85.8,47.5,24.6,4.1,회원,지원,Business
3268.0,3.69,75.0,0.046,,10.13,0.39,86.4,11.1,17.6,4.0,비회원,지원,Residential
2764.05,5.01,315.0,0.054,22.0,11.27,0.04,68.8,48.9,22.9,3.6,회원,지원,Residential
3505.68,3.87,131.0,0.07,,13.54,0.64,80.9,36.9,19.4,3.7,비회원,미지원,Business
2609.38,4.49,118.0,0.059,,14.77,0.24,66.4,5.9,32.3,,회원,지원,Residential
5735.97,3.48,251.0,0.16,,10.85,1.3,87.9,53.7,14.1,3.3,회원,미지원,Business
3049.59,4.99,322.0,0.075,,9.86,0.73,76.5,34.7,14.4,4.0,비회원,지원,Business
1965.51,5.21,269.0,0.084,15.0,13.01,0.15,76.1,39.4,25.1,3.9,회원,미지원,Business
3164.1,4.79,228.0,0.046,,15.37,0.77,68.1,17.0,25.3,3.7,회원,지원,Business
4180.58,3.58,230.0,0.164,21.0,9.47,0.35,70.1,52.3,25.5,4.3,회원,지원,Business
3707.64,5.0,243.0,0.033,,14.42,1.71,76.8,32.7,17.9,3.7,비회원,지원,Residential
4154.33,4.0,238.0,0.092,20.0,11.81,0.68,75.7,25.3,19.5,4.2,비회원,지원,Residential
3981.39,3.8,214.0,0.141,13.0,14.4,0.24,71.9,32.1,8.6,,비회원,지원,Residential
3533.74,4.27,205.0,0.063,18.0,12.04,0.65,82.0,42.2,16.9,4.3,회원,지원,Business
3347.24,4.26,197.0,0.062,,11.02,0.38,75.0,41.7,19.9,4.2,회원,지원,Tourist
3666.51,4.2,162.0,0.019,25.0,13.57,2.38,66.9,21.5,19.9,5.0,비회원,지원,Business
5238.25,5.26,186.0,0.105,19.0,15.21,6.14,80.8,23.1,12.7,4.8,비회원,지원,Business
1174.13,5.71,115.0,0.15,26.0,10.56,0.04,65.7,33.7,10.3,4.4,회원,미지원,Business
3227.55,3.68,195.0,0.157,15.0,11.69,1.76,59.6,55.5,25.3,3.5,회원,지원,Residential
1861.3,4.09,151.0,0.035,20.0,9.84,0.46,75.8,44.7,24.2,3.3,회원,미지원,Business
842.24,4.59,145.0,0.031,22.0,9.47,0.1,66.8,23.4,16.4,3.4,비회원,미지원,Residential
3354.97,4.27,209.0,0.06,21.0,14.22,0.02,76.4,20.2,25.2,4.1,비회원,미지원,Business
3923.52,4.74,270.0,0.05,21.0,9.61,3.19,81.5,31.4,24.6,,비회원,지원,Residential
3627.32,5.05,246.0,0.02,20.0,14.35,0.65,82.9,52.2,6.3,3.1,비회원,지원,Residential
3903.86,4.95,121.0,0.011,20.0,11.43,7.82,79.0,0.5,17.3,3.3,회원,지원,Residential
2355.33,4.87,151.0,0.041,19.0,15.96,0.88,64.4,42.6,27.4,3.8,회원,지원,Residential
962.36,5.5,247.0,0.026,,9.58,0.31,69.2,17.7,6.9,3.1,회원,지원,Residential
3753.45,3.55,151.0,0.143,18.0,8.74,2.25,75.0,12.5,7.8,,비회원,지원,Business
1929.61,5.39,189.0,0.022,,8.6,3.92,75.1,0.7,22.4,4.5,회원,지원,Residential
4003.71,4.25,228.0,0.048,,14.68,2.54,67.5,53.8,27.0,4.2,회원,지원,Business
2208.41,4.97,152.0,0.022,,11.5,2.05,71.3,54.7,16.0,4.3,비회원,지원,Tourist
3170.87,3.88,205.0,0.055,,8.02,0.61,81.5,3.7,14.7,,회원,지원,Residential
4387.19,3.95,133.0,0.117,20.0,15.0,0.1,79.0,31.3,6.1,2.8,회원,지원,Business
2933.67,4.9,170.0,0.059,,15.02,0.34,72.5,9.2,15.9,3.5,회원,지원,Residential
4314.91,3.34,216.0,0.011,15.0,14.45,0.89,83.2,45.5,7.7,2.4,비회원,지원,Business
1449.53,5.09,120.0,0.059,,9.99,4.69,64.4,39.9,15.5,4.1,회원,미지원,Business
2069.05,5.26,222.0,0.059,16.0,10.98,1.92,81.6,17.8,27.2,4.2,회원,미지원,Residential
4441.47,4.61,199.0,0.043,22.0,13.96,2.64,80.5,7.0,8.9,3.3,회원,지원,Business
3756.25,4.59,228.0,0.121,,11.91,0.49,81.0,49.9,16.2,4.1,회원,미지원,Residential
4321.72,4.0,211.0,0.161,,9.23,1.73,77.4,40.5,24.0,4.1,비회원,지원,Business
3936.25,4.9,268.0,0.161,,9.94,2.98,69.8,0.4,12.6,3.1,회원,지원,Residential
4403.33,4.71,206.0,0.071,,15.78,0.98,79.7,37.7,20.9,3.6,회원,지원,Residential
3585.62,3.95,179.0,0.204,,9.21,0.84,71.7,48.6,23.7,,회원,미지원,Residential
4060.79,4.27,206.0,0.111,16.0,13.81,1.91,76.6,35.4,18.5,4.4,비회원,지원,Business
2594.49,4.4,227.0,0.017,20.0,11.82,1.23,69.2,25.5,18.7,4.2,회원,지원,Business
5766.49,4.26,202.0,0.069,,13.99,7.48,72.2,35.0,10.3,4.1,회원,지원,Residential
3491.46,3.68,202.0,0.078,17.0,13.29,0.83,73.9,37.2,15.2,3.5,회원,미지원,Residential
1807.49,4.92,165.0,0.003,,11.51,0.29,78.2,38.4,19.1,4.6,회원,지원,Business
2959.74,4.35,167.0,0.047,,10.83,0.96,79.5,58.0,4.7,3.9,회원,지원,Residential
3988.44,4.51,130.0,0.033,21.0,14.03,0.4,88.6,10.7,2.3,4.1,회원,지원,Tourist
3134.05,4.15,287.0,0.017,,10.59,1.24,76.2,37.4,16.9,4.8,회원,미지원,Residential
2543.59,4.79,138.0,0.084,,14.3,0.2,67.4,11.3,20.7,4.2,비회원,지원,Residential
3925.55,4.62,165.0,0.018,,13.44,4.49,81.4,12.6,18.6,3.7,비회원,미지원,Residential
3249.75,5.23,164.0,0.125,17.0,12.62,2.95,77.7,40.2,6.7,,회원,지원,Business
3249.51,4.79,245.0,0.092,21.0,10.95,0.25,73.5,55.0,25.7,2.8,회원,지원,Tourist
2896.94,4.38,185.0,0.09,23.0,9.64,0.28,71.8,9.5,18.7,2.9,회원,지원,Residential
3946.56,4.06,262.0,0.087,18.0,13.68,1.08,70.1,57.7,24.8,4.3,비회원,지원,Business
1217.72,5.02,166.0,0.071,20.0,8.73,2.22,69.8,19.2,13.5,2.6,비회원,미지원,Business
2898.76,4.33,214.0,0.057,,15.76,0.37,65.2,23.5,19.9,4.4,회원,미지원,Business
5349.34,4.4,158.0,0.139,26.0,15.83,0.09,82.7,9.2,21.6,4.3,회원,미지원,Residential
3109.6,4.4,307.0,0.092,18.0,9.04,1.18,78.5,37.0,25.0,3.3,회원,미지원,Residential
2550.32,4.26,141.0,0.053,,8.83,1.76,75.7,35.8,24.4,3.9,회원,지원,Residential
2658.23,4.41,215.0,0.099,,11.3,0.42,70.0,26.5,12.4,4.1,비회원,미지원,Residential
4673.22,5.66,232.0,0.121,24.0,15.71,2.02,83.7,28.6,17.2,3.9,회원,미지원,Business
4726.06,3.87,221.0,0.13,,11.2,4.51,63.6,37.4,14.3,4.5,회원,지원,Residential
2131.43,4.01,191.0,0.047,14.0,10.91,0.22,74.0,35.0,19.0,3.0,회원,지원,Residential
3634.71,5.33,194.0,0.097,,13.63,1.07,82.9,22.5,7.9,4.1,비회원,지원,Business
1161.62,4.28,202.0,0.044,19.0,9.43,0.09,59.1,53.0,6.9,3.4,비회원,지원,Residential
2624.32,4.23,193.0,0.036,,10.91,0.35,76.4,40.1,34.7,2.8,회원,지원,Business
1532.74,5.12,248.0,0.117,18.0,10.33,0.14,69.7,12.3,31.5,3.1,비회원,미지원,Business
7798.0,3.65,840.0,0.058,20.0,12.81,0.78,76.0,19.2,26.2,3.5,비회원,미지원,Business
1992.16,4.99,172.0,0.036,,9.3,2.58,72.0,47.3,21.4,3.8,비회원,지원,Residential
3155.01,4.53,132.0,0.051,,12.39,1.29,79.7,6.3,23.4,3.3,회원,지원,Residential
3807.51,4.78,196.0,0.03,,14.86,0.38,84.9,45.0,23.4,3.5,비회원,지원,Residential
5744.05,4.77,329.0,0.159,20.0,12.11,0.06,95.0,21.5,29.6,3.6,회원,지원,Residential
2713.86,4.12,160.0,0.035,15.0,13.47,1.21,74.1,33.1,14.6,3.3,회원,지원,Business
2821.8,5.13,282.0,0.166,19.0,8.6,0.21,80.9,16.8,12.7,3.5,회원,미지원,Business
3617.07,4.17,284.0,0.078,,11.59,0.63,77.7,59.2,17.9,4.1,회원,미지원,Business
1096.52,4.75,172.0,0.074,12.0,8.76,1.07,78.3,54.4,22.2,,비회원,지원,Business
3682.12,5.24,228.0,0.049,15.0,12.8,3.51,86.8,55.7,16.2,3.9,비회원,지원,Residential
2033.03,5.33,281.0,0.06,21.0,10.25,0.13,69.5,11.1,14.1,,비회원,지원,Residential
3029.24,4.34,181.0,0.097,,10.3,1.66,72.1,50.5,28.1,3.8,회원,지원,Business
2845.87,4.78,190.0,0.073,29.0,8.61,0.02,73.6,32.1,12.1,3.6,회원,지원,Business
3089.63,4.28,171.0,0.058,28.0,10.48,1.49,67.1,42.5,28.3,4.1,회원,미지원,Residential
1639.38,6.0,149.0,0.076,24.0,12.05,1.2,75.0,13.1,24.7,4.4,회원,미지원,Residential
2789.79,4.97,168.0,0.034,,12.68,2.51,80.3,42.7,31.4,3.1,회원,미지원,Residential
2100.86,4.55,139.0,0.087,,8.53,1.14,81.6,54.9,33.3,4.4,회원,미지원,Business
2681.43,4.69,202.0,0.053,21.0,13.21,0.65,73.5,16.0,20.6,4.8,회원,미지원,Residential
2897.38,4.74,162.0,0.075,,11.91,0.42,84.1,14.0,32.5,3.2,비회원,미지원,Business
1284.79,4.76,212.0,0.057,,12.3,0.13,58.4,6.3,21.5,4.4,비회원,미지원,Residential
4105.71,4.36,122.0,0.055,16.0,14.66,1.15,93.6,16.0,20.8,4.8,회원,지원,Business
3203.44,4.26,217.0,0.02,16.0,10.74,3.29,79.5,32.1,19.4,4.2,회원,지원,Business
3426.29,4.41,242.0,0.13,21.0,9.39,1.08,71.6,50.0,15.0,,회원,지원,Residential
4762.1,3.82,100.0,0.161,,12.41,2.02,78.7,16.7,23.3,4.3,비회원,지원,Business
3680.45,4.93,219.0,0.047,25.0,15.56,0.53,73.8,37.3,26.1,3.3,비회원,미지원,Residential
2674.69,4.02,261.0,0.049,,12.14,0.89,58.3,28.8,8.2,3.6,비회원,지원,Business
3808.54,3.86,140.0,0.052,,14.66,0.59,75.4,17.3,35.9,3.4,비회원,지원,Business
4970.04,4.49,284.0,0.11,,14.06,0.17,82.3,30.6,29.4,3.0,회원,지원,Residential
4096.31,4.42,221.0,0.054,22.0,12.15,0.81,82.7,10.1,13.9,,비회원,지원,Business
4380.25,4.65,165.0,0.063,26.0,13.18,2.17,77.0,38.4,21.9,4.0,회원,지원,Business
4051.5,4.16,197.0,0.095,,11.25,0.75,82.7,6.9,17.7,4.2,비회원,지원,Business
4069.54,4.26,228.0,0.054,,12.25,1.58,78.5,43.9,20.3,1.1,비회원,지원,Residential
4799.31,4.92,204.0,0.099,29.0,12.06,2.13,76.8,10.7,17.0,3.9,비회원,지원,Residential
3252.89,4.88,227.0,0.08,,13.67,0.58,69.5,59.9,21.7,3.8,회원,지원,Tourist
2680.27,4.85,154.0,0.068,,11.28,2.4,72.2,49.4,10.5,,회원,지원,Residential
2505.35,4.52,208.0,0.073,25.0,8.8,0.62,72.9,20.6,33.3,3.5,회원,미지원,Residential
3119.02,4.6,129.0,0.046,,14.31,0.44,77.3,25.6,11.0,4.3,회원,지원,Residential
3964.97,4.64,194.0,0.1,,13.48,0.38,81.4,15.6,21.9,3.9,회원,지원,Residential
3780.46,4.11,155.0,0.057,26.0,15.6,0.33,70.1,46.0,13.2,3.8,비회원,미지원,Business
1298.82,5.38,163.0,0.043,,11.43,2.0,63.9,22.8,16.9,4.3,비회원,지원,Residential
2179.16,5.3,262.0,0.018,14.0,8.63,3.28,86.5,45.3,21.2,5.0,비회원,지원,Residential
948.13,4.98,255.0,0.045,19.0,8.97,0.39,67.3,1.1,18.7,3.7,비회원,미지원,Residential
3747.97,4.24,230.0,0.016,,14.19,0.13,78.9,8.1,18.9,3.9,비회원,지원,Business
2120.18,4.82,145.0,0.043,25.0,8.54,0.56,77.0,21.9,15.4,3.3,비회원,지원,Residential
3179.37,5.09,184.0,0.092,,15.26,1.61,72.2,6.5,13.2,5.0,비회원,미지원,Residential
3472.77,3.77,261.0,0.037,21.0,10.25,0.69,79.9,36.1,22.6,3.5,회원,미지원,Business
2770.95,5.52,207.0,0.081,20.0,15.19,1.2,65.3,3.0,12.0,2.7,회원,지원,Tourist
6056.02,3.46,316.0,0.104,15.0,14.19,2.05,88.0,51.6,13.5,4.2,비회원,미지원,Residential
4116.99,4.92,220.0,0.055,19.0,14.97,0.79,95.0,45.7,13.5,,회원,미지원,Business
6994.42,5.37,210.0,0.094,26.0,9.71,12.14,84.8,13.0,15.7,4.6,회원,지원,Residential
4901.1,4.43,185.0,0.217,28.0,12.77,0.53,68.5,29.0,8.1,4.2,비회원,미지원,Residential
3294.83,4.41,207.0,0.121,,8.75,5.74,56.4,27.1,8.2,3.2,회원,지원,Residential
2317.62,4.9,192.0,0.135,16.0,9.62,0.34,78.8,43.5,21.8,4.2,비회원,지원,Residential
924.39,5.61,235.0,0.111,,10.48,0.18,64.7,24.1,21.9,3.6,비회원,미지원,Business
5309.91,4.33,248.0,0.112,25.0,13.93,2.08,71.7,2.0,20.2,,회원,지원,Business
2668.95,4.03,161.0,0.019,,8.2,1.82,87.2,16.4,27.6,3.0,비회원,미지원,Business
4617.3,4.25,133.0,0.057,,15.22,2.5,88.0,28.0,11.8,3.0,비회원,미지원,Business
3666.18,3.57,108.0,0.115,,8.57,0.63,88.9,58.5,5.9,4.0,비회원,미지원,Residential
3503.11,5.04,225.0,0.078,,11.01,4.01,75.8,52.9,23.5,4.9,회원,지원,Business
2822.4,4.19,145.0,0.088,,8.65,0.19,82.2,10.9,5.8,3.4,회원,지원,Business
1275.85,4.37,92.0,0.056,,14.15,0.05,59.1,43.4,17.0,3.4,회원,미지원,Residential
